Menu Item,Avg. Sales Per Hr,Deal Percent,Target Sales Per Hr,Length of Deal,Monthly Sales,CrowdSize,DealCount
Indigo,36.628834292811774,11.55182116621942,33.555207421432236,2.8379431640697987,444.2859074976437,30,7
LightSalmon,35.89243163440533,11.433379933334455,33.14207932732039,4.4702825841200236,544.7798637193824,24,17
GreenYellow,38.21257083414733,10.889566863427978,32.597182659813626,4.442054329011167,488.78606109390563,29,5
DeepSkyBlue,36.914633311440866,11.928842093866267,33.167136876950536,3.1649439952851135,475.759067788328,56,7
DarkGreen,39.600376465861395,12.595671305072534,31.514737857801986,3.7517345520890513,489.8124879964614,13,16
LimeGreen,35.883994387012145,10.947258584185183,34.59402114954151,3.159754443950926,462.8976361529081,58,6
DarkGoldenRod,37.058912816506904,13.898081993497069,33.50136982210362,4.130562809236324,596.4301726172282,25,12
Turquoise,37.78114255999947,10.875559548189257,32.40237101796123,1.9140899242311,338.31986264152215,58,10
LightGreen,36.15725594420065,10.338072695038539,34.655485679579876,4.3966519010970835,533.5149352552407,11,16
LightSteelBlue,36.182539282355286,11.63466821794247,31.80930031667919,5.1133194748706225,536.7718993628412,9,12
Cornsilk,37.151920660971435,12.517666287393075,33.87777930012253,2.669941624279581,487.37930601702914,28,6
LemonChiffon,36.819095513184706,10.607723870859086,34.44787143648077,3.3664637433729325,473.7289665129948,29,9
DarkKhaki,36.951616684246815,12.8288933950187,31.95630056052337,4.571213023779052,547.1259317471988,5,7
FireBrick,36.1050004999139,12.068816079691766,32.605583641570504,3.917451119136939,505.1133435398578,31,15
LightSeaGreen,37.87521910003027,12.530357373542886,32.491446603122874,2.4761390505964123,449.0703194428044,45,11
SlateGray,36.77312349371806,13.516284296962846,33.616018552595435,4.125584363255396,611.0000251040717,14,5
Crimson,36.05024078202619,11.662263431208274,33.47160052695171,3.9972553776226674,515.8288148548279,33,10
MidnightBlue,37.72438615760942,13.664747875183544,33.710653059122684,1.3626740800013843,439.07476674164496,19,17
DarkGoldenRod,36.63385670229112,11.83023109487895,32.19772379742183,4.193324635532072,514.0889577465721,20,9
DarkCyan,38.633625651583536,13.291143045352886,32.46121244511541,3.871003400176416,543.340166256701,11,15
SteelBlue,38.063413586838934,11.942340869536073,33.790387206952126,4.081802694781509,521.1429518103512,56,12
OldLace,37.827394227862136,13.349912944366533,34.18382052058911,4.252006105620936,614.7153338263417,38,9
MediumBlue,39.07440021133697,12.020112091208748,32.288666909138946,3.911708668370663,507.39006178986654,26,8
Gray,35.89035795567322,12.084091730811036,33.826352009072124,3.021671821710012,495.2994425473087,47,5
LightPink,35.990488954758504,13.410759184940549,32.49839307472945,3.1846186616208865,518.0645579840107,22,19
BlanchedAlmond,37.385317552778375,11.28193107410364,31.88540629991176,2.877224878259828,390.1032729724755,23,19
Wheat,37.580190429177314,11.448901535513794,32.425697279750864,2.5869679851624765,420.7376732446372,51,5
Aqua,36.26203180012439,12.595420346380534,33.43782956230187,2.9696402266327597,492.1050523891852,46,17
BlueViolet,38.074452419704535,10.994223919350974,31.389585480664397,3.4288599039280125,410.0696110599829,10,10
CadetBlue,35.84582711383271,13.085505760060856,33.46869994900622,2.926940235492512,497.51368332936767,53,19
PaleTurquoise,36.15246208860067,12.190474287309025,32.291756100263015,3.781823039343296,494.55186108657256,25,8
DimGray,37.71250863884946,10.719149740628396,32.063774620313694,3.004742535925674,378.3309069068038,52,19
Moccasin,38.16643555663392,12.931550271647987,33.15569970295208,3.854473855602962,570.451725912857,27,13
Chartreuse,38.5030088492416,13.452128959435642,33.35687434475742,3.318822278930893,549.0082269346927,11,12
Khaki,37.32533422381936,12.149375491578276,31.85307480174657,3.361814624383144,459.285123462352,49,5
MediumSpringGreen,37.71598617762173,12.178331333996287,32.01230076824544,3.722561172893833,492.94505306595823,39,9
LemonChiffon,38.41504158153833,11.010482132400076,32.388451625505326,3.5435470501829984,424.7626355099111,15,13
PeachPuff,37.309688770879504,11.60253219348616,32.65318145878372,2.7894615163747076,422.4267758765091,16,9
Lime,35.600820549110864,12.732211588456625,32.93133644189654,5.4859767341605234,642.1015787311585,30,12
Tomato,37.692300861282355,11.223368888365105,33.23560650069385,2.59418972057778,413.3717831104521,6,19
SlateBlue,36.701052315547926,12.01102187657459,33.92579489547877,2.75342416875812,479.23109291159307,33,12
Orange,35.9990993016087,11.725910097840956,33.05926409135838,5.004820577490747,593.0772413447513,17,9
Fuchsia,38.3099078951232,12.089309572437351,32.401731827354666,3.8733375687432523,506.5473070543517,30,14
GoldenRod,37.540520355122574,13.068638584182436,33.88994100692418,3.79872531905254,571.3074948754644,26,17
GreenYellow,35.00748225744693,12.85499036656409,34.569381218693444,3.2927976625756474,576.311177371677,58,10
ForestGreen,37.67321036564864,11.564022368065539,33.70160519868888,4.716104987209577,576.8025473995871,16,15
Moccasin,37.38794554263559,11.113329897404322,33.26833021768797,4.018726609737513,514.239520718957,28,17
Indigo,36.5496679900966,12.809883473378115,31.35847719243701,3.637701279515837,495.1759504494754,25,11
SlateBlue,37.57016384471318,11.761172325483107,33.01479221522831,3.8341696666325986,514.3365582674006,11,14
Cyan,37.09326487011031,12.579894173618062,31.57613197132227,4.531986606666632,541.2265839893283,11,10
MintCream,36.63465232853774,11.957923064554107,32.657268594778124,4.106055151602658,516.8315566841785,50,13
Lime,37.14600652898046,10.651793783474174,34.709323296131586,3.2182653850978555,468.44573722740637,48,8
Moccasin,36.71413783923341,12.75207661096469,34.536659179877404,3.2836634554040165,548.2803201983364,26,6
Green,37.52642102779245,11.540832436151053,32.771715009701,2.924020724598205,431.6177337614297,16,5
LightSkyBlue,37.24503246996753,11.924394923280015,33.70040045682241,3.9052503089821298,552.9403454501056,28,7
BlueViolet,38.94882502753235,12.4241304114395,32.43977025334846,4.920318406118319,573.3062222574563,10,7
Azure,37.41413357473937,11.810586764578169,34.31216699740784,2.473596120847858,452.62725499508315,44,7
LightGray,36.599112354294384,12.759168978762087,32.45517628513712,4.1312766483776535,542.7115581025776,16,19
DarkCyan,37.42454792226391,11.85189083494272,33.540976791782235,1.7677307075942403,407.8040306356823,23,12
GreenYellow,36.10091445210865,12.70368792886871,33.358398281424215,2.72410820200549,482.3535703213532,44,17
Crimson,36.594361684891574,12.21525242490249,32.68612925611517,3.897115859957253,529.2300901235094,55,9
MediumOrchid,36.4944064828881,11.281445003567141,34.558294609144475,2.491671541288354,433.0487690958266,49,15
Sienna,37.45837473122322,10.735362917985057,33.5477479443078,3.863425442205034,476.1914133494556,35,5
Aquamarine,37.327282689879496,10.963131776054833,31.95490385663485,3.5786339003939887,439.997879939927,12,13
FloralWhite,36.59937399114725,11.735094549013706,31.066218161637593,3.9588922643660966,448.9332932076744,46,14
SlateBlue,35.97765170714366,12.41896198100501,31.85125312860837,3.251741770306888,472.9922466667984,58,19
Sienna,35.73055240228659,10.537307537840883,32.609282635640405,3.914384667246393,463.9235129903258,24,9
LimeGreen,39.29404346247573,11.919242397939177,32.11511906601424,1.4435150746515455,350.05820016384524,34,6
Teal,38.27470219571764,11.911415556879856,33.924624809512075,2.9100379165410684,460.06127739124327,6,12
WhiteSmoke,36.51838358912681,12.488067002053027,33.477190403003306,3.3455709758422434,505.77114032295646,50,17
Purple,37.23200330765404,12.380694979552985,32.116400120928155,3.0895277822700096,463.484995404266,28,12
SlateGray,37.33866962178549,10.480506832694497,32.255901204449785,4.514122441132637,479.73193764530447,23,19
LightPink,36.951555210501326,12.296517680733736,32.69239221858063,1.8258846690261428,424.18549428888633,27,11
LimeGreen,36.584437621758106,10.86160419912899,32.384732659005124,3.993656512525085,465.8893127108669,6,8
DarkSlateBlue,38.3072040068692,10.716355140061573,34.3387293850918,2.6521583048512407,426.7752159856604,12,16
DimGray,37.4311590983261,12.387184173554845,32.88710464561531,6.401228837806772,684.1634310159512,41,12
CornflowerBlue,37.396497475332055,10.984835888186163,32.510217994444325,5.391275125020631,555.8925953881737,27,17
DarkSlateGray,36.96638889642577,12.965761479512215,31.94539574834452,6.076653638440144,657.0199239376519,55,7
MidnightBlue,36.95964319393419,12.050267234380506,36.13966248879052,3.8648607392342784,595.8038188761143,22,18
LightSkyBlue,37.23880567308968,13.45772494051235,32.44952156114242,2.941410754428091,503.9783790525795,27,12
MediumBlue,37.327848037843715,12.443047890439868,32.294641549565036,5.084861308602488,586.1558701804727,33,19
Wheat,33.91384724758464,12.207298491050794,34.60331111938746,6.922689335035808,744.2218671047146,47,9
SpringGreen,39.09462702670515,11.586319529181235,33.5985203185533,3.6043985602569495,512.8253581285203,34,9
DarkRed,38.304471191707776,11.378087087773375,34.56868084571511,3.7849321101304056,528.2238093680072,16,13
Orange,38.039109387074966,12.364341604455195,32.83810016055479,3.3091823280429797,468.9135013219844,43,17
LightGray,35.01280603355904,12.399436075147092,33.50370517913956,0.9686221157417688,357.59143941508614,33,10
DarkViolet,38.31136489758187,12.542481050786341,33.30188161463884,3.7685619627098967,536.4231045259343,23,10
LimeGreen,36.93615937845674,13.280432242922116,30.879484344127498,3.5851606351613436,490.2065999848547,18,6
CadetBlue,37.65861690944284,11.795886676889108,33.15425475700075,4.5203533774965585,550.0475805761635,52,11
DarkMagenta,37.661106683992855,12.718039174525654,32.04780097886789,3.6758488000184415,513.4505711860965,57,15
ForestGreen,38.924087050629204,12.039647840787234,33.63080076787103,2.873007508505152,497.8119300055205,46,15
LightSkyBlue,35.037856159447585,12.474455453922836,34.04663802802127,4.055775961742958,578.9862585804897,17,7
MediumAquaMarine,36.4077474507818,13.160020040286033,33.644177000440536,3.015175298743708,506.5363931400864,43,10
Salmon,37.63300941664362,11.052323653306685,32.65462160732388,4.717102512825834,501.74923330839226,21,14
LavenderBlush,37.57883524203316,10.636761083696546,33.42874704259606,2.926396448726688,421.9667941858674,19,7
Green,36.87831536782346,13.443405985146253,31.864832548098732,2.361086946869883,439.8912804768137,26,8
SpringGreen,35.907298426852456,13.28303286832567,34.48238804881123,4.9687426737281415,666.125591725772,51,18
Navy,36.93988205032054,11.747731701242175,32.529768731474434,0.8015157200042076,298.76200786180766,59,8
OliveDrab,38.835670080853426,10.859608533152716,33.432231396262715,3.669225611315444,465.17662330529686,24,12
LightSalmon,37.48091197626706,11.691686125826351,33.30857161628053,1.7157771665531147,373.88572369695015,10,17
RosyBrown,38.57651554990162,11.548761439776756,32.33263706834172,4.773503047345896,532.7174856761749,28,13
DeepPink,36.81385766052378,11.72400223179126,34.71345123397026,4.087837272921703,554.9007830202702,53,12
Pink,35.6742560274292,12.178573080885847,32.63587799818993,4.131755039569861,537.7731625414566,49,8
LightGreen,37.819155112276825,12.319845062066673,33.07570303157222,3.4427992020016864,501.100245232053,11,6
GreenYellow,37.9596843202141,11.084360836740514,32.23014911593311,4.724027439824315,517.1651355939779,47,16
Sienna,38.856041708111945,13.177774533773801,34.142863372870714,3.2309738432875563,557.5292736134538,26,6
DarkKhaki,37.67924462448078,12.832802836968114,32.4971984614607,2.9722713820798212,493.71919297817595,42,5
LightGray,37.25305774145061,11.509047996817198,33.122399984316985,3.1823297317868184,452.12262508578493,33,17
DarkRed,36.0869343253416,11.85766344472502,33.088529366211525,4.8063496187852826,577.2734549822936,46,11
Aqua,37.06462119956545,12.293365838346627,32.53379686092211,3.6203649883552,485.9231305248517,29,15
Red,36.54550622682937,10.93325227854703,32.48426048276214,3.261324744787093,425.74509203105276,25,12
Lavender,37.964390331775896,13.332839284456394,32.543459169597696,3.597459968849926,537.2150526997326,17,9
DeepPink,36.09424195284947,10.902556227019767,32.28312306113335,4.789201624179895,524.6379646141048,46,5
White,38.23260622710401,12.276981712741964,32.200798643965314,3.3164647447029107,478.8853913201482,33,19
MediumSeaGreen,37.63529940965426,12.038808239866547,34.71331650656199,4.632460945972205,612.3852298963608,58,12
MediumPurple,37.15315160406014,11.724473856834607,32.71251232693568,3.3084430006746035,476.76672415476344,58,5
LightGreen,35.49396408005128,11.202669899735568,33.69489765096749,4.015986640445782,505.11963752820367,7,12
Tan,36.33780003116479,13.378063328893633,31.570200829320264,4.369366793790984,545.9454921414049,53,12
LawnGreen,37.909138717559856,11.388612618641035,33.459476848964336,2.56663984381683,434.0216997527185,29,5
LightSkyBlue,37.27863979370761,10.771074062599588,31.820998201672072,3.5190324339539223,424.67528101321335,34,15
BurlyWood,37.102031326859105,11.818571762284998,32.73322416398153,1.5038544212252951,352.5501081630004,10,17
Peru,37.42676891745393,13.808798675105965,32.407148299996685,5.039955263662929,662.9610878058954,15,9
Thistle,37.28139282998597,11.659832840871447,33.506092281309364,4.47871260846301,560.5601606242603,49,9
DarkMagenta,35.90772142967965,13.100109538542807,30.83643267477343,3.361612984538193,467.5019004269896,23,9
LemonChiffon,36.67822227440393,13.067895684999526,34.87849495417028,1.9207154781756468,504.87043239337237,14,11
MediumVioletRed,36.045459420486154,12.494322933269393,34.00721197222165,4.3307144618605635,590.56271964715,57,11
Teal,37.03951365322458,11.340035931978807,31.525752416968214,3.811248170807232,443.9656268098819,43,16
SlateGray,38.688709099424365,11.199660962300452,31.04722213948752,3.0887639575315755,392.4973991890214,14,13
Turquoise,35.459862797144744,11.332487778094174,34.59577669439264,4.541695256706066,568.7175759305222,7,8
Gainsboro,37.95201318688309,13.91949439608817,34.96760988717724,5.066696864020984,712.3963268096637,5,14
Orchid,38.252978273334655,11.031358340409188,32.29524762622046,3.1074686827074625,413.29599918102974,12,9
Yellow,36.77601657686874,11.084584086421874,33.324240521849696,4.7469897029351396,562.0820453929382,57,6
AntiqueWhite,35.533863500263074,10.542645423983108,32.903454333014224,3.091826869545788,412.012931298847,5,19
AliceBlue,37.777365796776465,11.79779551488024,32.55949313011333,3.1956257763719886,468.66846559912733,17,16
Tomato,38.131712025636475,12.442616548294636,31.76561882104241,3.8502796390964265,496.55408163560713,18,7
PapayaWhip,36.059645979864996,12.104542428062684,34.08164619679617,3.974522480483529,548.5185292758069,10,5
MediumSeaGreen,38.76429717446252,12.37849022280867,33.304431285296005,3.843848921495288,536.1308968550213,11,19
BlueViolet,35.773116391246816,13.722453676229962,34.33075044367848,2.9090084604850786,558.4272571753238,37,15
Tomato,36.54466409871873,12.725909323593955,32.07894757956938,1.1390935384245742,357.86371863839173,5,8
DarkSlateGray,34.89198326749108,13.685118899623587,33.605798998912356,2.6852848361090778,529.0566631985306,32,15
Gold,38.354959870264494,10.012583366223023,32.74515048083576,3.1089114491812744,387.3570727364218,29,11
Moccasin,36.22355746230224,11.435533874300315,32.12236479579778,4.852842407156434,528.9336185650203,16,7
MediumSeaGreen,37.12234520816764,12.354607081759855,32.53082944110282,2.30755242118396,420.91615953269286,10,8
LightGreen,35.738707471214525,10.748533655415796,31.736635686050285,4.83552866742221,496.9334462555319,28,11
Orange,37.743619699549896,11.59187166512224,34.11756669418932,3.6785893989539975,519.372976801355,6,16
Cyan,37.675020732908045,11.236506758754027,33.63662445812838,5.254708925941115,591.4377355684502,21,13
SlateBlue,38.585854757332655,11.109456333168433,34.33486453305802,3.8928914802112553,502.4097853029053,24,15
BlanchedAlmond,36.28872395038688,12.114944955194904,34.814983943728855,4.3894552264165165,604.3348400688553,27,11
LavenderBlush,37.71777057005867,11.866481205181707,34.642669758092204,4.003325039023282,555.0683940545761,35,14
Navy,36.143908456341634,10.25654903128796,32.83694076702139,0.7895199078816915,256.67058229005585,26,8
MediumBlue,37.073616172195656,12.168596472860555,32.299647163504964,4.403369830866465,547.1109823629461,13,14
Moccasin,37.60565280041329,13.085356892368793,31.94801742116136,2.6485967702033166,461.9208768928978,21,16
CadetBlue,36.65127791701514,13.013375627349653,32.72731919612472,2.3678482243852206,458.3769106506301,27,5
MediumTurquoise,37.951489458573896,10.9839767277944,33.94624061993669,3.0507129732180167,436.2834981467514,24,12
DarkGreen,35.57484166706179,13.105158522307253,32.35147815076609,3.641497161540088,532.9352188376637,22,6
RoyalBlue,37.25803145871123,12.144748536704865,34.173752023676585,3.397363092819078,512.5525343564016,45,13
DarkGoldenRod,37.79223754313029,13.90991551102909,32.97518182625784,4.297686524285517,630.4227632299235,25,16
Thistle,37.33281445580523,11.395209434440885,32.00475302036483,3.8033649990651752,463.74598112062944,37,12
White,37.07679515601331,13.033566182687187,34.19705969450868,2.6334199887174443,493.18021624931,41,6
MediumSpringGreen,35.96889569049679,11.622777173031125,33.177204666060376,3.634093727357596,501.2091726816533,53,13
WhiteSmoke,37.37011822360151,12.600750401563928,32.69323953887129,3.467014066009709,501.9282648732441,26,19
BurlyWood,37.06708996741924,13.187910985159366,31.625360134830608,1.4943108951995074,376.3369007569242,35,18
YellowGreen,36.971195097457155,13.266760352944493,31.260646869879523,2.267251114447051,421.3266312569514,23,5
White,38.57360522634684,11.752343171850052,31.72076990028731,5.023934200606659,538.774933478023,17,14
Cyan,36.90937820695247,11.56811634209842,32.92261075834941,2.471750669720034,398.16346853365195,36,16
SlateBlue,36.097220934711,12.638572122192118,32.68624509039022,4.2977374819712075,571.4710341154247,12,7
LightSkyBlue,39.08156474568163,11.388644575171455,34.05094675856064,2.4369588757864635,451.62861054019965,11,14
DarkTurquoise,36.94612578169275,11.82298329832392,32.454552537551066,3.656983926688144,490.6004425003995,47,13
Gainsboro,35.96566746423624,12.725677367222989,31.283447476058157,5.000243360514445,591.7810894256675,34,8
LightCyan,37.68933697894965,11.201159766003187,32.98002919845364,2.4128309609709246,409.0704720533178,22,9
LightCoral,36.323652468198226,11.347263611462731,31.909626827522736,5.314354141170212,563.4460356732392,27,16
Turquoise,37.52319665049046,14.220979108167345,34.40240964824356,4.0777750980104255,647.6194557251927,15,7
DarkOliveGreen,36.947953692845566,11.546275759510358,32.95976431107423,3.2750706813095327,448.34042501104767,10,6
Teal,36.844733815044506,11.91763618310149,33.78015676329505,3.634996006306897,518.7864830920807,25,17
DeepPink,37.19279353222785,12.276056984463208,32.6729435250038,3.9824715131070567,523.6339351357243,43,5
MediumTurquoise,34.84561239331277,10.131712461927217,32.72852076313786,3.2877018240744085,393.8573709860865,5,8
DarkCyan,36.13389429009422,12.026942222615626,33.40992258786484,2.3133498845806395,426.154547713103,56,19
PeachPuff,36.199753473916246,13.172287495263063,31.724202523845182,3.557813698186695,503.3878872879605,15,15
Aqua,36.67387835766538,12.326291385476885,32.71111929929533,3.3502792875449083,482.60246732948264,33,6
MediumTurquoise,39.22071295098572,13.891313421778493,33.1366552476793,2.9070949348220267,524.7976275698038,13,10
HotPink,36.36024719793432,12.930928541308225,34.37939438496412,3.7927119551515887,574.6548433659394,23,8
SeaShell,36.63610411908917,11.379257182400215,35.530904145898624,4.029453828152191,574.7472196620896,22,7
Orange,38.99332245115573,14.069382336483994,33.24726795047748,4.9784757934702615,660.4251842914138,55,15
CadetBlue,37.37276214632111,10.804890557641668,32.096108993845185,2.6995620549722683,375.39845541024323,15,5
LightCoral,37.3741835048976,14.426491050422625,35.039283064909725,3.9306153266132897,640.1877400085723,22,18
Orchid,36.65520808395947,13.041244588162265,32.55052657442161,3.456233823526301,514.0098178487357,24,9
Crimson,36.85481082475086,11.739743796165989,32.58249357081853,2.1820169698233887,376.49684071853693,41,18
LightGoldenRodYellow,38.238940853091385,12.491058738018813,33.296981924626486,2.7095266269292764,484.51980911055125,33,12
DarkGoldenRod,36.52738830431376,12.892374513653696,33.108336148346,4.594116864603191,614.7296376283243,7,7
HotPink,37.341266161010715,11.668866514553866,33.902717794463925,4.25698328967803,567.4750105270774,19,7
Blue,37.97982686004657,11.777772039564965,34.55528258670921,3.784273087078304,554.0030934297989,36,11
Violet,36.853882459920776,12.138793877121687,33.73264839262621,1.62341960945622,399.98387159812256,44,7
Pink,36.8227532265912,12.222967446546054,31.60051220030329,3.4145062403052493,479.17285149109694,25,16
SandyBrown,37.29204470528371,13.402331896928285,34.318927438542204,3.6060868889081727,585.9318442972224,20,19
LightBlue,38.655094538522064,12.956276605432244,34.00648891839723,3.275733705185027,540.9957391083377,56,16
Gold,36.22604169397467,12.884124621344766,33.54047906012372,5.007271986589903,628.0478039330168,9,11
